date,hour,forecast_base,forecast_hour,precipitacao_total,rad_total,temp_media,temp_max,temp_min,umid_mediana,umid_max,umid_min,vento_vel_media,vento_raj_max,rad_mediana,rad_max,rad_min,dia_semana_num,day_of_year,mes,trimestre,feriado,Chuva_aberta,loja_id
2025-10-26,14,2025-10-23T15:00:00-03:00,71,0.0,0.0,21.052484130859398,21.052484130859398,21.052484130859398,63.79999923706055,63.79999923706055,63.79999923706055,,,0.0,0.0,0.0,6,299,10,4,0,0.0,1
2025-10-26,15,2025-10-23T15:00:00-03:00,72,0.0,0.0,21.282312011718773,21.282312011718773,21.282312011718773,63.29999923706055,63.29999923706055,63.29999923706055,,,0.0,0.0,0.0,6,299,10,4,0,0.0,1
2025-10-26,16,2025-10-23T15:00:00-03:00,73,0.0,0.0,20.817529296875023,20.817529296875023,20.817529296875023,64.80000305175781,64.80000305175781,64.80000305175781,,,0.0,0.0,0.0,6,299,10,4,0,0.0,1
2025-10-26,17,2025-10-23T15:00:00-03:00,74,0.0,0.0,20.303491210937523,20.303491210937523,20.303491210937523,67.0,67.0,67.0,,,0.0,0.0,0.0,6,299,10,4,0,0.0,1
2025-10-26,18,2025-10-23T15:00:00-03:00,75,0.0,0.0,19.206842041015648,19.206842041015648,19.206842041015648,75.0,75.0,75.0,,,0.0,0.0,0.0,6,299,10,4,0,0.0,1
2025-10-26,19,2025-10-23T15:00:00-03:00,76,0.0,0.0,16.126245117187523,16.126245117187523,16.126245117187523,85.69999694824219,85.69999694824219,85.69999694824219,,,0.0,0.0,0.0,6,299,10,4,0,0.0,1
2025-10-26,20,2025-10-23T15:00:00-03:00,77,0.0,0.0,14.934289550781273,14.934289550781273,14.934289550781273,88.19999694824219,88.19999694824219,88.19999694824219,,,0.0,0.0,0.0,6,299,10,4,0,0.0,1
2025-10-26,21,2025-10-23T15:00:00-03:00,78,0.0,0.0,14.340783691406273,14.340783691406273,14.340783691406273,88.5999984741211,88.5999984741211,88.5999984741211,,,0.0,0.0,0.0,6,299,10,4,0,0.0,1
2025-10-26,22,2025-10-23T15:00:00-03:00,79,0.0,0.0,13.986260986328148,13.986260986328148,13.986260986328148,90.0999984741211,90.0999984741211,90.0999984741211,,,0.0,0.0,0.0,6,299,10,4,0,0.0,1
2025-10-26,23,2025-10-23T15:00:00-03:00,80,0.0,0.0,13.702661132812523,13.702661132812523,13.702661132812523,91.40000915527344,91.40000915527344,91.40000915527344,,,0.0,0.0,0.0,6,299,10,4,0,0.0,1
2025-10-27,0,2025-10-23T15:00:00-03:00,81,0.0,0.0,13.401025390625023,13.401025390625023,13.401025390625023,92.30000305175781,92.30000305175781,92.30000305175781,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,1,2025-10-23T15:00:00-03:00,82,0.0,0.0,12.753289794921898,12.753289794921898,12.753289794921898,95.9000015258789,95.9000015258789,95.9000015258789,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,2,2025-10-23T15:00:00-03:00,83,0.0,0.0,12.102868652343773,12.102868652343773,12.102868652343773,95.00000762939453,95.00000762939453,95.00000762939453,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,3,2025-10-23T15:00:00-03:00,84,0.0,0.0,11.297692871093773,11.297692871093773,11.297692871093773,94.0,94.0,94.0,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,4,2025-10-23T15:00:00-03:00,85,0.0,0.0,10.539208984375023,10.539208984375023,10.539208984375023,94.30000305175781,94.30000305175781,94.30000305175781,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,5,2025-10-23T15:00:00-03:00,86,0.0,0.0,10.035058593750023,10.035058593750023,10.035058593750023,95.19999694824219,95.19999694824219,95.19999694824219,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,6,2025-10-23T15:00:00-03:00,87,0.0,0.0,9.761621093750023,9.761621093750023,9.761621093750023,95.9000015258789,95.9000015258789,95.9000015258789,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,7,2025-10-23T15:00:00-03:00,88,0.0,0.0,11.716149902343773,11.716149902343773,11.716149902343773,90.80000305175781,90.80000305175781,90.80000305175781,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,8,2025-10-23T15:00:00-03:00,89,0.0,0.0,14.329248046875023,14.329248046875023,14.329248046875023,82.30000305175781,82.30000305175781,82.30000305175781,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,9,2025-10-23T15:00:00-03:00,90,0.0,0.0,16.583367919921898,16.583367919921898,16.583367919921898,75.4000015258789,75.4000015258789,75.4000015258789,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,10,2025-10-23T15:00:00-03:00,91,0.0,0.0,18.599694824218773,18.599694824218773,18.599694824218773,67.9000015258789,67.9000015258789,67.9000015258789,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,11,2025-10-23T15:00:00-03:00,92,0.0,0.0,20.274468994140648,20.274468994140648,20.274468994140648,59.599998474121094,59.599998474121094,59.599998474121094,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,12,2025-10-23T15:00:00-03:00,93,0.0,0.0,21.558953857421898,21.558953857421898,21.558953857421898,53.599998474121094,53.599998474121094,53.599998474121094,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,13,2025-10-23T15:00:00-03:00,94,0.0,0.0,22.534539794921898,22.534539794921898,22.534539794921898,48.5,48.5,48.5,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,14,2025-10-23T15:00:00-03:00,95,0.0,0.0,23.056146240234398,23.056146240234398,23.056146240234398,45.099998474121094,45.099998474121094,45.099998474121094,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,15,2025-10-23T15:00:00-03:00,96,0.0,0.0,23.253015136718773,23.253015136718773,23.253015136718773,44.5,44.5,44.5,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,16,2025-10-23T15:00:00-03:00,97,0.0,0.0,23.158197021484398,23.158197021484398,23.158197021484398,46.400001525878906,46.400001525878906,46.400001525878906,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,17,2025-10-23T15:00:00-03:00,98,0.0,0.0,22.683404541015648,22.683404541015648,22.683404541015648,54.80000305175781,54.80000305175781,54.80000305175781,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,18,2025-10-23T15:00:00-03:00,99,0.0,0.0,20.685205078125023,20.685205078125023,20.685205078125023,65.0999984741211,65.0999984741211,65.0999984741211,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,19,2025-10-23T15:00:00-03:00,100,0.0,0.0,17.775720214843773,17.775720214843773,17.775720214843773,68.5,68.5,68.5,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,20,2025-10-23T15:00:00-03:00,101,0.0,0.0,17.001306152343773,17.001306152343773,17.001306152343773,67.0,67.0,67.0,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,21,2025-10-23T15:00:00-03:00,102,0.0,0.0,17.055444335937523,17.055444335937523,17.055444335937523,56.20000076293945,56.20000076293945,56.20000076293945,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,22,2025-10-23T15:00:00-03:00,103,0.0,0.0,15.739038085937523,15.739038085937523,15.739038085937523,60.400001525878906,60.400001525878906,60.400001525878906,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-27,23,2025-10-23T15:00:00-03:00,104,0.0,0.0,14.393884277343773,14.393884277343773,14.393884277343773,66.5,66.5,66.5,,,0.0,0.0,0.0,0,300,10,4,0,0.0,1
2025-10-28,0,2025-10-23T15:00:00-03:00,105,0.0,0.0,13.469262695312523,13.469262695312523,13.469262695312523,68.80000305175781,68.80000305175781,68.80000305175781,,,0.0,0.0,0.0,1,301,10,4,0,0.0,1
2025-10-28,1,2025-10-23T15:00:00-03:00,106,0.0,0.0,12.549340820312523,12.549340820312523,12.549340820312523,71.4000015258789,71.4000015258789,71.4000015258789,,,0.0,0.0,0.0,1,301,10,4,0,0.0,1
2025-10-28,2,2025-10-23T15:00:00-03:00,107,0.0,0.0,11.672235107421898,11.672235107421898,11.672235107421898,75.40000915527344,75.40000915527344,75.40000915527344,,,0.0,0.0,0.0,1,301,10,4,0,0.0,1
2025-10-28,3,2025-10-23T15:00:00-03:00,108,0.0,0.0,11.249719238281273,11.249719238281273,11.249719238281273,78.0999984741211,78.0999984741211,78.0999984741211,,,0.0,0.0,0.0,1,301,10,4,0,0.0,1
2025-10-28,4,2025-10-23T15:00:00-03:00,109,0.0,0.0,11.011743164062523,11.011743164062523,11.011743164062523,79.9000015258789,79.9000015258789,79.9000015258789,,,0.0,0.0,0.0,1,301,10,4,0,0.0,1
2025-10-28,5,2025-10-23T15:00:00-03:00,110,0.0,0.0,10.760736083984398,10.760736083984398,10.760736083984398,81.19999694824219,81.19999694824219,81.19999694824219,,,0.0,0.0,0.0,1,301,10,4,0,0.0,1
2025-10-28,6,2025-10-23T15:00:00-03:00,111,0.0,0.0,10.669793701171898,10.669793701171898,10.669793701171898,82.9000015258789,82.9000015258789,82.9000015258789,,,0.0,0.0,0.0,1,301,10,4,0,0.0,1
2025-10-28,7,2025-10-23T15:00:00-03:00,112,0.0,0.0,12.118096923828148,12.118096923828148,12.118096923828148,83.5999984741211,83.5999984741211,83.5999984741211,,,0.0,0.0,0.0,1,301,10,4,0,0.0,1
2025-10-28,8,2025-10-23T15:00:00-03:00,113,0.0,0.0,14.439050292968773,14.439050292968773,14.439050292968773,79.19999694824219,79.19999694824219,79.19999694824219,,,0.0,0.0,0.0,1,301,10,4,0,0.0,1
2025-10-28,9,2025-10-23T15:00:00-03:00,114,0.0,0.0,16.519128417968773,16.519128417968773,16.519128417968773,71.60000610351562,71.60000610351562,71.60000610351562,,,0.0,0.0,0.0,1,301,10,4,0,0.0,1
2025-10-28,10,2025-10-23T15:00:00-03:00,115,0.0,0.0,18.069879150390648,18.069879150390648,18.069879150390648,65.19999694824219,65.19999694824219,65.19999694824219,,,0.0,0.0,0.0,1,301,10,4,0,0.0,1
2025-10-28,11,2025-10-23T15:00:00-03:00,116,0.0,0.0,19.281243896484398,19.281243896484398,19.281243896484398,61.79999923706055,61.79999923706055,61.79999923706055,,,0.0,0.0,0.0,1,301,10,4,0,0.0,1
2025-10-28,12,2025-10-23T15:00:00-03:00,117,0.0,0.0,19.670983886718773,19.670983886718773,19.670983886718773,61.20000076293945,61.20000076293945,61.20000076293945,,,0.0,0.0,0.0,1,301,10,4,0,0.0,1
